Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,accom_type,London_or_out,Flow,Age,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education and Other,Holiday,VFF
Asia,4-13 days,250-500 GBP,0,0,1.0,7,7,1,VFF,0.0,0.05,0.1,0.85
EU,1-3 days,0-250 GBP,0,0,1.0,2,1,7,VFF,0.0,0.0,0.18778502251102872,0.8122149774889713
North America,1-3 days,500-1000 GBP,1,0,1.0,6,5,3,Business or Work,1.0,0.0,0.0,0.0
North America,1-3 days,500-1000 GBP,1,0,1.0,5,5,3,Education and Other,0.8458333333333332,0.0,0.15416666666666667,0.0
EU,1-3 days,0-250 GBP,1,0,1.0,7,4,3,Business or Work,0.8039430014430013,0.0,0.0,0.19605699855699854
EU,1-3 days,0-250 GBP,1,0,1.0,3,6,4,VFF,0.7708333333333333,0.0,0.22916666666666666,0.0
EU,1-3 days,250-500 GBP,1,1,5.0,2,1,6,Holiday,0.0,0.05,0.8892857142857142,0.06071428571428572
EU,1-3 days,250-500 GBP,1,1,1.0,8,7,5,VFF,0.0,0.0,0.8,0.2
UK,4-13 days,0-250 GBP,0,0,1.0,6,6,4,VFF,0.0,0.05,0.0,0.95
North America,4-13 days,1000-5000 GBP,1,0,5.0,8,4,7,Holiday,0.05,0.0,0.95,0.0
EU,1-3 days,500-1000 GBP,1,0,1.0,4,6,4,Business or Work,1.0,0.0,0.0,0.0
EU,4-13 days,0-250 GBP,1,0,5.0,6,7,1,Holiday,0.31666666666666665,0.0,0.6458333333333333,0.0375
Africa,1-3 months,1000-5000 GBP,0,0,1.0,7,5,6,VFF,0.0,0.05,0.05,0.9
EU,4-13 days,500-1000 GBP,0,0,5.0,7,6,7,Holiday,0.2333333333333333,0.0,0.36666666666666664,0.4
EU,4-13 days,0-250 GBP,0,0,1.0,5,3,7,VFF,0.0,0.0,0.10057720057720057,0.8994227994227995
EU,4-13 days,500-1000 GBP,1,1,5.0,3,1,5,Holiday,0.45,0.0,0.55,0.0
EU,1-3 months,250-500 GBP,2,0,1.0,3,3,1,Education and Other,0.05,0.1,0.325,0.525
EU,,250-500 GBP,1,1,1.0,7,3,3,Business or Work,0.95,0.0,0.0,0.05
North America,14-27 days,1000-5000 GBP,0,0,1.0,2,3,3,Holiday,0.1,0.27999999999999997,0.22000000000000003,0.4
EU,1-3 days,250-500 GBP,1,0,1.0,4,1,7,Holiday,0.04067524832595212,0.0,0.8184938776597876,0.1408308740142603
EU,,0-250 GBP,1,1,5.0,4,4,4,Holiday,0.05,0.0,0.95,0.0
UK,1-3 days,250-500 GBP,0,0,1.0,4,1,7,VFF,0.0,0.0,0.27999999999999997,0.72
EU,1-3 days,1000-5000 GBP,1,1,1.0,5,3,2,Business or Work,0.9,0.0,0.1,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,2,4,1,VFF,0.0,0.0,0.0740583028083028,0.9259416971916972
Asia,1-3 days,0-250 GBP,1,1,1.0,6,6,5,Business or Work,0.725,0.0,0.27499999999999997,0.0
"Australia, NZ and Oceania",1-3 days,500-1000 GBP,1,0,5.0,6,4,3,Business or Work,0.2,0.0,0.8,0.0
EU,4-13 days,500-1000 GBP,1,1,1.0,5,6,2,Business or Work,0.55,0.0,0.45,0.0
EU,4-13 days,250-500 GBP,0,0,1.0,7,4,3,VFF,0.0,0.0,0.08333333333333333,0.9166666666666667
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,1,5,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,0-250 GBP,0,1,1.0,4,2,7,Holiday,0.0,0.0,0.220279859029859,0.779720140970141
EU,1-3 days,0-250 GBP,2,0,1.0,4,1,7,Holiday,0.0,0.0,0.9,0.1
Asia,3-6 months,500-1000 GBP,0,0,1.0,3,2,3,Education and Other,0.0,0.6,0.4,0.0
EU,4-13 days,250-500 GBP,1,1,1.0,6,2,6,Holiday,0.0,0.0,0.8483333333333334,0.15166666666666667
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,5,3,Business or Work,0.11750000000000001,0.034999999999999996,0.8474999999999999,0.0
EU,1-3 days,0-250 GBP,1,0,1.0,6,6,5,Business or Work,0.8213690476190475,0.0,0.17863095238095233,0.0
EU,1-3 days,250-500 GBP,0,1,5.0,4,2,7,VFF,0.41666666666666663,0.0,0.0,0.5833333333333334
North America,14-27 days,0-250 GBP,0,0,1.0,4,6,7,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,500-1000 GBP,1,0,1.0,4,7,6,Holiday,0.4541666666666667,0.0,0.4708333333333333,0.075
North America,14-27 days,1000-5000 GBP,1,0,1.0,7,6,7,Holiday,0.0,0.0,0.5458333333333334,0.4541666666666666
EU,4-13 days,500-1000 GBP,0,0,1.0,4,4,1,Holiday,0.075,0.0,0.2875,0.6375
EU,,500-1000 GBP,1,0,1.0,7,4,4,Business or Work,0.8634615384615385,0.0,0.1326923076923077,0.0038461538461538464
Asia,4-13 days,250-500 GBP,1,1,1.0,6,7,2,Holiday,0.3492857142857143,0.0,0.6507142857142856,0.0
EU,,250-500 GBP,1,0,1.0,6,5,5,Business or Work,1.0,0.0,0.0,0.0
Asia,4-13 days,500-1000 GBP,2,1,1.0,6,6,2,Business or Work,0.0,0.05,0.9,0.05
EU,4-13 days,0-250 GBP,0,0,1.0,5,7,4,VFF,0.0,0.0,0.05,0.95
EU,1-3 days,0-250 GBP,1,1,1.0,4,2,7,Holiday,0.0,0.0,0.5180555555555555,0.48194444444444445
EU,4-13 days,250-500 GBP,0,0,1.0,6,7,1,VFF,0.05,0.0,0.4833333333333333,0.4666666666666666
EU,4-13 days,250-500 GBP,0,0,5.0,6,3,3,VFF,0.275,0.0,0.325,0.4
UK,4-13 days,1000-5000 GBP,1,0,5.0,6,5,7,VFF,0.45,0.0,0.2,0.35
South America,4-13 days,250-500 GBP,0,0,1.0,7,7,4,VFF,0.0,0.0,0.3,0.7
EU,1-3 days,250-500 GBP,0,0,1.0,4,3,1,Holiday,0.0,0.0,0.20654761904761906,0.7934523809523809
EU,1-3 days,0-250 GBP,0,0,5.0,5,2,1,Business or Work,1.0,0.0,0.0,0.0
EU,1-3 days,500-1000 GBP,1,1,1.0,7,1,7,Holiday,0.0,0.0,0.9583333333333334,0.041666666666666664
UK,1-3 days,500-1000 GBP,1,0,1.0,6,5,3,VFF,0.65,0.0,0.05,0.3
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,0,1,1.0,7,4,2,VFF,0.0,0.0,0.38,0.62
EU,1-3 days,1000-5000 GBP,1,0,1.0,6,1,7,Holiday,0.0,0.0,1.0,0.0
"Australia, NZ and Oceania",1-3 days,500-1000 GBP,0,0,1.0,6,6,4,VFF,0.1,0.0,0.35,0.55
EU,1-3 days,1000-5000 GBP,1,1,1.0,6,5,3,Business or Work,0.6141666666666666,0.0,0.38583333333333336,0.0
EU,1-3 days,1000-5000 GBP,2,0,1.0,5,1,7,Holiday,0.05,0.0,0.7,0.25
Asia,4-13 days,more than 5000 GBP,1,1,1.0,7,7,1,Holiday,0.1,0.0,0.8,0.1
Non-EU Europe,1-3 days,500-1000 GBP,1,0,1.0,4,2,7,Holiday,0.0,0.0,1.0,0.0
EU,,500-1000 GBP,1,1,1.0,4,3,3,Business or Work,1.0,0.0,0.0,0.0
EU,1-3 days,0-250 GBP,0,0,5.0,5,2,1,Business or Work,1.0,0.0,0.0,0.0
South America,,0-250 GBP,1,1,1.0,4,7,7,Holiday,0.2,0.0,0.6,0.2
Asia,,1000-5000 GBP,1,1,1.0,6,2,2,Business or Work,0.6,0.0,0.35,0.05
EU,4-13 days,500-1000 GBP,0,0,1.0,7,3,4,Holiday,0.0,0.0,0.03333333333333333,0.9666666666666668
EU,3-6 months,1000-5000 GBP,0,0,1.0,3,2,7,VFF,0.1,0.5,0.2,0.2
North America,4-13 days,1000-5000 GBP,1,0,1.0,6,7,2,Business or Work,0.4806060606060606,0.0,0.5193939393939393,0.0
Asia,14-27 days,500-1000 GBP,0,0,1.0,6,7,4,VFF,0.0,0.0,0.26666666666666666,0.7333333333333333
North America,14-27 days,500-1000 GBP,1,1,1.0,4,2,7,Holiday,0.09970238095238095,0.1,0.6773214285714285,0.12297619047619049
UK,14-27 days,250-500 GBP,0,0,1.0,4,7,1,VFF,0.0,0.0,0.05,0.95
UK,1-3 days,0-250 GBP,0,0,1.0,7,1,7,VFF,0.0,0.0,0.0,1.0
Asia,14-27 days,0-250 GBP,0,0,1.0,4,2,3,VFF,0.0,0.0,0.10166666666666666,0.8983333333333334
Not disclosed,14-27 days,1000-5000 GBP,1,0,1.0,5,3,3,Holiday,0.35,0.0,0.6,0.05
South America,1-3 months,1000-5000 GBP,0,0,1.0,7,7,7,VFF,0.1,0.05,0.11666666666666667,0.7333333333333333
EU,,250-500 GBP,1,1,5.0,5,5,5,Business or Work,0.95,0.0,0.05,0.0
EU,4-13 days,500-1000 GBP,0,0,1.0,7,1,6,VFF,0.0,0.0,0.675,0.325
North America,14-27 days,1000-5000 GBP,1,1,1.0,8,4,5,VFF,0.0,0.0,0.9,0.1
Africa,4-13 days,1000-5000 GBP,0,0,1.0,6,2,6,Holiday,0.05,0.0,0.175,0.775
North America,14-27 days,250-500 GBP,0,0,1.0,6,4,1,VFF,0.0,0.0,0.0,1.0
UK,3-6 months,0-250 GBP,0,0,1.0,7,2,4,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,0-250 GBP,0,0,1.0,4,6,4,Holiday,0.0,0.0,0.0,1.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,6,3,Holiday,0.7736309523809524,0.0,0.22636904761904764,0.0
UK,4-13 days,500-1000 GBP,0,0,1.0,6,6,2,VFF,0.0,0.0,0.10416666666666666,0.8958333333333334
North America,4-13 days,1000-5000 GBP,1,0,5.0,8,1,4,Holiday,0.0,0.0,0.95,0.05
North America,1-3 days,500-1000 GBP,1,0,1.0,6,6,4,Holiday,1.0,0.0,0.0,0.0
EU,,,0,0,5.0,5,7,7,Business or Work,1.0,0.0,0.0,0.0
North America,4-13 days,250-500 GBP,0,0,1.0,4,4,6,VFF,0.0,0.0,0.1,0.9
EU,1-3 days,250-500 GBP,1,0,1.0,5,1,7,Holiday,0.15960060841898677,0.0,0.7357464823436294,0.1046529092373838
EU,,0-250 GBP,0,0,5.0,6,4,4,Business or Work,1.0,0.0,0.0,0.0
UK,1-3 days,250-500 GBP,0,0,1.0,6,2,7,VFF,0.0,0.0,0.0,1.0
EU,,250-500 GBP,1,1,1.0,5,3,3,Business or Work,0.95,0.0,0.05,0.0
Asia,,250-500 GBP,1,1,5.0,4,2,2,Holiday,0.5,0.0,0.45,0.05
EU,1-3 days,0-250 GBP,1,1,1.0,6,2,1,Holiday,0.05,0.0,0.9333333333333332,0.016666666666666666
EU,4-13 days,250-500 GBP,0,0,1.0,8,2,7,VFF,0.0,0.0,0.0,1.0
North America,4-13 days,1000-5000 GBP,0,0,1.0,4,4,5,Holiday,0.3,0.0,0.4166666666666667,0.2833333333333333
UK,1-3 days,0-250 GBP,0,0,1.0,6,2,1,VFF,0.0,0.0,0.25,0.75
North America,1-3 months,1000-5000 GBP,0,0,1.0,8,7,6,Holiday,0.0,0.0,0.2833333333333333,0.7166666666666666
EU,1-3 days,250-500 GBP,1,1,1.0,6,2,7,Holiday,0.0,0.0,0.8568388555888558,0.14316114441114444
UK,1-3 months,0-250 GBP,0,0,1.0,7,5,1,VFF,0.0,0.0,0.0,1.0
North America,4-13 days,500-1000 GBP,0,0,1.0,8,5,5,VFF,0.0,0.0,0.1,0.9
UK,1-3 days,1000-5000 GBP,1,0,1.0,6,5,4,Business or Work,0.7577777777777778,0.06999999999999999,0.07222222222222222,0.1
EU,4-13 days,250-500 GBP,0,0,1.0,5,1,2,Holiday,0.0,0.0,0.0,1.0
North America,1-3 days,500-1000 GBP,1,1,1.0,4,5,3,Holiday,0.7425,0.0,0.25749999999999995,0.0
North America,4-13 days,0-250 GBP,0,0,1.0,4,3,7,VFF,0.0,0.0,0.0035714285714285713,0.9964285714285716
North America,,500-1000 GBP,1,0,5.0,2,4,4,Holiday,0.6976190476190476,0.0,0.2357142857142857,0.06666666666666667
Asia,4-13 days,500-1000 GBP,1,1,1.0,7,5,4,Business or Work,0.25,0.0,0.6,0.15
EU,4-13 days,0-250 GBP,0,0,5.0,6,6,3,Business or Work,0.495,0.0,0.19833333333333333,0.30666666666666664
South America,4-13 days,1000-5000 GBP,1,0,1.0,5,5,2,Business or Work,0.6,0.0,0.35,0.05
"Australia, NZ and Oceania",4-13 days,0-250 GBP,2,1,1.0,4,1,1,Holiday,0.2,0.0,0.75,0.05
EU,4-13 days,250-500 GBP,0,1,1.0,5,3,6,VFF,0.0,0.0,0.2,0.8
North America,4-13 days,1000-5000 GBP,1,1,1.0,7,5,2,Holiday,0.7839880952380952,0.0,0.21601190476190482,0.0
Asia,4-13 days,1000-5000 GBP,1,0,1.0,6,1,2,Holiday,0.25,0.025,0.5,0.225
North America,4-13 days,1000-5000 GBP,0,0,1.0,5,1,1,Business or Work,0.08333333333333333,0.0,0.7666666666666667,0.15
Asia,4-13 days,500-1000 GBP,1,0,1.0,6,1,2,Holiday,0.0875,0.0,0.8458333333333334,0.06666666666666667
EU,1-3 days,250-500 GBP,1,1,1.0,5,6,5,Business or Work,0.8302759740259742,0.0,0.16972402597402597,0.0
South America,1-3 days,250-500 GBP,1,0,1.0,5,4,2,Business or Work,0.45833333333333337,0.0,0.3,0.2416666666666667
EU,1-3 days,,1,1,5.0,7,6,5,Business or Work,0.65,0.0,0.25,0.1
North America,4-13 days,500-1000 GBP,2,0,1.0,7,3,5,Holiday,0.0,0.0,0.6,0.4
EU,1-3 days,250-500 GBP,1,0,1.0,6,4,3,Business or Work,0.8868039585636842,0.0,0.06575470280418794,0.04744133863212811
EU,4-13 days,500-1000 GBP,1,0,5.0,8,6,6,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,500-1000 GBP,2,0,5.0,7,7,7,Holiday,0.0,0.0,0.9,0.1
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,6,2,Holiday,0.8596410533910532,0.0,0.1403589466089466,0.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,5,3,7,VFF,0.36666666666666664,0.0,0.6333333333333334,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,1,2,Holiday,0.0,0.0,1.0,0.0
North America,14-27 days,0-250 GBP,0,0,1.0,8,6,2,VFF,0.0,0.08333333333333333,0.05,0.8666666666666666
Asia,4-13 days,500-1000 GBP,0,0,1.0,4,3,4,Holiday,0.1,0.0,0.2125,0.6875
Asia,4-13 days,1000-5000 GBP,1,1,1.0,6,3,5,Holiday,0.5916666666666667,0.32499999999999996,0.08333333333333333,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,4,3,7,Holiday,0.1,0.0,0.85,0.05
EU,1-3 days,250-500 GBP,1,0,1.0,4,2,1,VFF,0.0,0.0,0.9225,0.0775
EU,1-3 days,500-1000 GBP,1,0,5.0,6,5,4,Holiday,0.95,0.0,0.05,0.0
EU,4-13 days,250-500 GBP,0,0,1.0,4,1,2,VFF,0.0,0.0,0.1,0.9
North America,4-13 days,1000-5000 GBP,1,0,1.0,4,2,7,Business or Work,0.15333333333333335,0.0,0.8466666666666667,0.0
EU,4-13 days,500-1000 GBP,0,1,1.0,4,5,1,VFF,0.0,0.05,0.25,0.7
North America,1-3 days,500-1000 GBP,2,1,1.0,6,4,2,Holiday,0.35,0.0,0.6,0.05
EU,,1000-5000 GBP,1,1,1.0,6,7,7,Business or Work,0.65,0.0,0.35,0.0
UK,4-13 days,500-1000 GBP,0,0,1.0,4,7,2,VFF,0.0,0.0,0.0,1.0
North America,1-3 days,0-250 GBP,1,0,1.0,8,3,1,Holiday,0.05,0.0,0.8,0.15
North America,4-13 days,1000-5000 GBP,1,0,1.0,4,4,7,Business or Work,0.22999999999999998,0.33,0.44000000000000006,0.0
North America,14-27 days,1000-5000 GBP,1,1,1.0,2,6,5,Education and Other,0.15,0.3,0.5,0.05
UK,4-13 days,250-500 GBP,0,1,1.0,8,1,2,VFF,0.05,0.05,0.25,0.65
North America,14-27 days,1000-5000 GBP,1,0,1.0,6,6,6,Holiday,0.23095238095238094,0.0,0.5447619047619048,0.22428571428571428
EU,1-3 days,500-1000 GBP,1,0,1.0,5,1,7,Holiday,0.3164577729631909,0.0,0.6009743221604676,0.08256790487634139
North America,4-13 days,0-250 GBP,0,0,1.0,6,2,3,VFF,0.0,0.0,0.0,1.0
North America,14-27 days,1000-5000 GBP,0,0,1.0,5,6,4,VFF,0.05,0.05,0.25,0.65
EU,,0-250 GBP,0,1,5.0,4,2,2,Holiday,0.6541666666666667,0.0,0.2525,0.09333333333333332
North America,1-3 months,0-250 GBP,1,1,1.0,4,4,7,VFF,0.13333333333333333,0.1,0.6666666666666667,0.1
North America,4-13 days,1000-5000 GBP,1,1,1.0,5,5,2,Business or Work,1.0,0.0,0.0,0.0
Asia,1-3 days,1000-5000 GBP,1,0,1.0,6,5,3,Business or Work,1.0,0.0,0.0,0.0
EU,4-13 days,0-250 GBP,0,1,1.0,7,7,5,VFF,0.0,0.0,0.5833333333333334,0.4166666666666667
"Australia, NZ and Oceania",14-27 days,500-1000 GBP,0,1,1.0,5,7,6,Holiday,0.1,0.05,0.33333333333333337,0.5166666666666667
North America,4-13 days,1000-5000 GBP,1,1,1.0,6,7,4,Holiday,0.8125,0.0,0.1875,0.0
Non-EU Europe,,0-250 GBP,1,1,1.0,5,3,3,Business or Work,0.9,0.0,0.1,0.0
UK,14-27 days,1000-5000 GBP,1,0,1.0,6,3,1,VFF,0.55,0.0,0.2,0.25
EU,14-27 days,250-500 GBP,0,0,5.0,6,4,6,Holiday,0.008333333333333333,0.0,0.39166666666666666,0.6
UK,1-3 days,250-500 GBP,0,0,1.0,5,1,6,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,500-1000 GBP,2,0,1.0,4,6,4,Holiday,0.3,0.0,0.7,0.0
"Australia, NZ and Oceania",4-13 days,250-500 GBP,2,0,1.0,8,7,2,VFF,0.05,0.0,0.45,0.5
EU,1-3 days,,0,0,5.0,4,3,2,Business or Work,1.0,0.0,0.0,0.0
Asia,4-13 days,500-1000 GBP,1,0,1.0,5,7,4,Business or Work,0.06666666666666667,0.025,0.8416666666666666,0.06666666666666667
EU,,500-1000 GBP,1,1,1.0,5,4,4,Business or Work,1.0,0.0,0.0,0.0
Non-EU Europe,,250-500 GBP,1,0,1.0,5,3,3,Business or Work,0.95,0.0,0.05,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,5,5,Business or Work,0.20833333333333331,0.0,0.7916666666666667,0.0
North America,4-13 days,500-1000 GBP,1,1,1.0,3,5,7,Holiday,0.05,0.15,0.8,0.0
EU,1-3 days,0-250 GBP,0,1,1.0,4,1,7,Holiday,0.0,0.0,0.36411946434198755,0.6358805356580124
North America,14-27 days,1000-5000 GBP,2,1,1.0,8,5,2,Holiday,0.0,0.05,0.65,0.3
UK,4-13 days,250-500 GBP,0,0,1.0,8,7,4,Education and Other,0.0,0.034999999999999996,0.1,0.865
UK,1-3 days,0-250 GBP,1,0,1.0,2,7,6,Education and Other,0.8,0.0,0.15,0.05
EU,,0-250 GBP,1,0,1.0,4,1,1,VFF,0.13244227994227992,0.0,0.8675577200577201,0.0
EU,4-13 days,500-1000 GBP,1,1,1.0,7,1,5,Holiday,0.0,0.0,1.0,0.0
Asia,4-13 days,500-1000 GBP,1,1,1.0,5,2,7,Holiday,0.0,0.0,1.0,0.0
South America,1-3 days,0-250 GBP,1,0,1.0,4,4,2,Business or Work,0.43939393939393945,0.0,0.5106060606060605,0.05
EU,1-3 days,250-500 GBP,1,1,1.0,7,3,1,Business or Work,0.13470238095238096,0.0,0.8652976190476191,0.0
EU,1-3 days,250-500 GBP,1,1,1.0,5,2,7,Holiday,0.0,0.0,0.8962110112110114,0.10378898878898882
Asia,4-13 days,0-250 GBP,1,0,1.0,8,4,5,VFF,0.2,0.0,0.6,0.2
EU,4-13 days,0-250 GBP,0,0,1.0,6,6,3,VFF,0.2689880952380953,0.0,0.0,0.7310119047619048
Non-EU Europe,1-3 days,250-500 GBP,1,0,1.0,6,2,7,Holiday,0.0,0.0,0.15,0.85
EU,4-13 days,0-250 GBP,0,0,5.0,7,2,5,VFF,0.1,0.0,0.041666666666666664,0.8583333333333332
UK,1-3 days,250-500 GBP,0,0,5.0,8,1,6,VFF,0.0,0.0,0.05,0.95
EU,4-13 days,250-500 GBP,0,0,1.0,6,1,4,Holiday,0.0,0.0,0.09023809523809524,0.9097619047619047
EU,,0-250 GBP,1,0,1.0,4,5,5,Business or Work,0.8357837587249353,0.0,0.1642162412750648,0.0
North America,4-13 days,500-1000 GBP,0,0,1.0,7,1,7,VFF,0.0,0.0,0.05,0.95
EU,,1000-5000 GBP,1,1,1.0,4,5,5,Business or Work,0.8400000000000001,0.0,0.16,0.0
EU,1-3 days,250-500 GBP,0,0,1.0,6,3,1,Holiday,0.0,0.0,0.8400000000000001,0.16
EU,,0-250 GBP,1,1,1.0,4,5,5,Business or Work,1.0,0.0,0.0,0.0
North America,4-13 days,500-1000 GBP,0,0,1.0,4,5,4,Holiday,0.55,0.05,0.1,0.3
Asia,4-13 days,250-500 GBP,1,1,1.0,6,7,4,Holiday,0.375,0.0,0.625,0.0
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,1,0,1.0,8,4,1,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,1000-5000 GBP,1,1,1.0,6,1,7,Holiday,0.09047619047619046,0.0,0.830952380952381,0.07857142857142857
EU,4-13 days,0-250 GBP,2,0,1.0,6,2,6,Holiday,0.0,0.0,0.8916666666666666,0.10833333333333332
North America,4-13 days,500-1000 GBP,2,1,1.0,5,5,6,Holiday,0.0,0.05,0.85,0.1
North America,4-13 days,1000-5000 GBP,1,0,1.0,6,1,7,Holiday,0.0,0.0,0.6091666666666666,0.3908333333333333
EU,1-3 months,0-250 GBP,0,0,1.0,4,2,1,Business or Work,0.05,0.15,0.2876388888888889,0.512361111111111
EU,1-3 days,1000-5000 GBP,1,0,5.0,5,4,3,Business or Work,0.1,0.0,0.9,0.0
EU,,250-500 GBP,0,0,1.0,4,4,4,Business or Work,0.31166666666666665,0.0,0.6883333333333334,0.0
Africa,4-13 days,1000-5000 GBP,1,1,1.0,5,2,7,Holiday,0.26666666666666666,0.0,0.7333333333333333,0.0
EU,1-3 days,250-500 GBP,1,1,5.0,5,4,3,Holiday,0.16875,0.0,0.83125,0.0
EU,,0-250 GBP,0,0,1.0,4,1,1,Holiday,0.0,0.0,0.3743452380952382,0.6256547619047618
UK,4-13 days,500-1000 GBP,0,1,1.0,5,3,5,VFF,0.05,0.0,0.1,0.85
Africa,1-3 months,1000-5000 GBP,0,0,1.0,5,3,2,Holiday,0.0,0.0,0.1,0.9
EU,1-3 days,500-1000 GBP,1,0,1.0,7,1,7,Holiday,0.22853896103896099,0.0,0.771461038961039,0.0
North America,14-27 days,1000-5000 GBP,2,0,1.0,7,2,7,Holiday,0.0,0.0,0.4,0.6
North America,4-13 days,1000-5000 GBP,1,1,1.0,4,3,7,Holiday,0.1,0.0,0.9,0.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,6,3,6,Holiday,0.6216666666666667,0.0,0.3533333333333334,0.025
North America,4-13 days,1000-5000 GBP,0,0,1.0,4,5,2,VFF,0.1,0.0,0.65,0.25
Asia,4-13 days,1000-5000 GBP,2,1,1.0,5,1,2,Holiday,0.6,0.0,0.25,0.15
EU,4-13 days,500-1000 GBP,1,1,1.0,6,6,3,Business or Work,0.2735714285714286,0.0,0.7264285714285714,0.0
UK,14-27 days,250-500 GBP,0,0,1.0,6,7,7,VFF,0.0,0.0,0.0,1.0
EU,,0-250 GBP,1,0,1.0,6,4,4,Business or Work,0.8812739076225918,0.0,0.11872609237740817,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,4,3,2,VFF,0.0,0.0,0.0,1.0
North America,14-27 days,500-1000 GBP,0,0,1.0,2,6,5,Holiday,0.05,0.7,0.05,0.2
EU,1-3 days,250-500 GBP,1,0,1.0,4,1,7,Holiday,0.04067524832595212,0.0,0.8184938776597876,0.1408308740142603
"Australia, NZ and Oceania",4-13 days,more than 5000 GBP,1,0,1.0,5,6,1,Business or Work,0.3875,0.08499999999999999,0.515,0.0125
Asia,4-13 days,1000-5000 GBP,0,0,1.0,6,1,6,Business or Work,0.0,0.0,0.16666666666666666,0.8333333333333333
EU,4-13 days,0-250 GBP,1,0,1.0,6,2,6,Holiday,0.0,0.0,0.555,0.445
North America,1-3 days,250-500 GBP,1,1,1.0,7,2,7,Business or Work,0.0,0.0,0.925,0.075
UK,14-27 days,0-250 GBP,0,0,1.0,5,7,1,VFF,0.0,0.0,0.05,0.95
EU,4-13 days,250-500 GBP,0,1,1.0,4,3,7,VFF,0.0,0.0,0.20833333333333334,0.7916666666666667
EU,1-3 days,250-500 GBP,1,0,1.0,6,3,2,Business or Work,0.504563492063492,0.0,0.4954365079365079,0.0
North America,4-13 days,1000-5000 GBP,2,1,1.0,4,4,5,VFF,0.05,0.0,0.9,0.05
Africa,4-13 days,500-1000 GBP,0,0,1.0,5,1,2,VFF,0.05,0.025,0.125,0.8
North America,1-3 days,500-1000 GBP,1,0,1.0,5,6,4,Business or Work,0.9928571428571429,0.0,0.007142857142857143,0.0
Asia,1-3 days,500-1000 GBP,1,1,1.0,4,6,4,Business or Work,0.3833333333333333,0.0,0.6166666666666666,0.0
Asia,4-13 days,1000-5000 GBP,2,1,1.0,6,1,6,Holiday,0.0,0.3,0.4,0.3
South America,4-13 days,500-1000 GBP,2,0,1.0,5,6,5,Holiday,0.15,0.0,0.8,0.05
Asia,4-13 days,500-1000 GBP,0,0,1.0,4,4,6,VFF,0.13666666666666666,0.0,0.3466666666666667,0.5166666666666666
EU,1-3 days,0-250 GBP,0,0,1.0,4,7,6,VFF,0.0,0.0,0.0,1.0
UK,4-13 days,500-1000 GBP,0,0,1.0,5,6,5,VFF,0.0,0.0,0.23833333333333334,0.7616666666666666
EU,14-27 days,0-250 GBP,0,0,1.0,2,1,2,VFF,0.0,0.0125,0.525,0.4625
Asia,14-27 days,1000-5000 GBP,1,1,1.0,6,4,5,Holiday,0.03333333333333333,0.0,0.9666666666666666,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,5,7,1,VFF,0.13499999999999998,0.0,0.15073773448773448,0.7142622655122656
EU,1-3 days,500-1000 GBP,1,1,1.0,4,5,4,Business or Work,1.0,0.0,0.0,0.0
North America,1-3 days,250-500 GBP,1,0,1.0,6,2,7,Holiday,0.016666666666666666,0.0,0.8833333333333332,0.1
Asia,4-13 days,1000-5000 GBP,0,0,1.0,5,5,1,Business or Work,0.05,0.0,0.5833333333333334,0.3666666666666667
UK,4-13 days,0-250 GBP,0,0,1.0,7,3,4,VFF,0.0,0.0,0.075,0.925
UK,1-3 days,0-250 GBP,0,0,1.0,7,2,7,VFF,0.0,0.0,0.10394952269952269,0.8960504773004772
Asia,14-27 days,1000-5000 GBP,0,0,1.0,8,2,6,VFF,0.0,0.0,0.3583333333333333,0.6416666666666666
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,0,0,1.0,6,1,7,VFF,0.2,0.0,0.05,0.75
North America,4-13 days,250-500 GBP,0,0,1.0,6,7,2,Holiday,0.05,0.0,0.2,0.75
UK,4-13 days,500-1000 GBP,0,1,1.0,6,3,1,VFF,0.1,0.0,0.1,0.8
EU,,0-250 GBP,1,0,5.0,5,1,1,Holiday,0.0,0.0,1.0,0.0
EU,,0-250 GBP,1,0,1.0,6,5,5,Business or Work,0.8368546804073119,0.0,0.16314531959268805,0.0
