Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,Flow,Age,London_or_out,accom_type,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education or Other,Holiday,VFF
"Australia, NZ and Oceania",14-27 days,250-500 GBP,1.0,4,0,0,7,1.0,VFF,0.28214285714285714,0.0,0.0,0.7178571428571429
EU,4-13 days,500-1000 GBP,1.0,4,0,1,7,1.0,Holiday,0.18028297682709446,0.0,0.8197170231729055,0.0
EU,4-13 days,1000-5000 GBP,1.0,4,0,2,7,1.0,Holiday,0.0,0.0,1.0,0.0
South America,14-27 days,500-1000 GBP,1.0,4,1,2,7,1.0,VFF,0.1,0.0,0.9,0.0
South America,14-27 days,1000-5000 GBP,1.0,5,0,0,7,1.0,VFF,0.016666666666666666,0.4,0.24166666666666664,0.3416666666666667
EU,4-13 days,0-250 GBP,1.0,2,0,0,7,4.0,Holiday,0.0,0.0,0.25117258104214624,0.7488274189578539
EU,4-13 days,0-250 GBP,1.0,4,0,0,7,4.0,VFF,0.04121351766513057,0.0,0.02434782608695652,0.934438656247913
EU,4-13 days,0-250 GBP,1.0,2,0,0,7,4.0,VFF,0.0,0.0,0.25117258104214624,0.7488274189578539
EU,4-13 days,500-1000 GBP,1.0,5,1,0,7,1.0,VFF,0.02857142857142857,0.1,0.02857142857142857,0.8428571428571429
Asia,4-13 days,1000-5000 GBP,1.0,4,0,1,7,5.0,VFF,0.4522222222222222,0.0,0.5477777777777778,0.0
South America,14-27 days,1000-5000 GBP,1.0,6,0,0,7,1.0,VFF,0.16666666666666669,0.1,0.08333333333333333,0.65
EU,14-27 days,1000-5000 GBP,1.0,5,0,2,7,1.0,Holiday,0.0,0.495,0.505,0.0
North America,4-13 days,500-1000 GBP,1.0,6,0,1,7,7.0,Business or Work,0.0,0.3,0.7,0.0
South America,14-27 days,500-1000 GBP,1.0,4,0,0,7,1.0,VFF,0.1,0.1,0.7,0.1
EU,1-3 days,0-250 GBP,1.0,3,0,0,7,6.0,VFF,0.0,0.0,0.5091036414565826,0.4908963585434174
EU,4-13 days,1000-5000 GBP,1.0,4,1,1,7,5.0,Holiday,0.2,0.0,0.8,0.0
Asia,4-13 days,500-1000 GBP,1.0,5,1,1,7,5.0,VFF,0.0,0.0,1.0,0.0
EU,1-3 months,0-250 GBP,1.0,2,0,0,1,3.0,VFF,0.0,0.0,0.0,1.0
South America,6,250-500 GBP,1.0,6,0,0,1,1.0,VFF,0.0,0.2,0.09568181818181817,0.7043181818181818
EU,1-3 days,500-1000 GBP,1.0,5,0,2,1,6.0,VFF,0.0,0.0,0.29285714285714287,0.7071428571428571
Asia,14-27 days,1000-5000 GBP,1.0,5,0,0,1,6.0,VFF,0.04,0.6,0.0,0.36
EU,14-27 days,1000-5000 GBP,1.0,6,0,0,1,6.0,Holiday,0.14166666666666666,0.1,0.26666666666666666,0.4916666666666667
South America,4-13 days,0-250 GBP,1.0,6,0,0,1,4.0,VFF,0.4,0.0,0.1,0.5
South America,14-27 days,0-250 GBP,1.0,8,0,1,1,2.0,Holiday,0.0,0.0,0.6,0.4
"Australia, NZ and Oceania",4-13 days,0-250 GBP,1.0,7,0,1,1,4.0,Education and Other,0.26,0.0,0.25666666666666665,0.4833333333333334
EU,1-3 days,500-1000 GBP,1.0,4,0,1,1,7.0,VFF,0.08221329839496445,0.0,0.8426798450495039,0.07510685655553159
EU,4-13 days,250-500 GBP,1.0,5,0,0,1,4.0,VFF,0.0,0.0,0.32877497502497505,0.671225024975025
South America,4-13 days,250-500 GBP,1.0,2,0,0,1,5.0,Holiday,0.0,0.0,0.18333333333333332,0.8166666666666668
EU,1-3 days,0-250 GBP,1.0,7,0,1,1,6.0,Holiday,0.0,0.11318181818181819,0.1821212121212121,0.7046969696969698
EU,4-13 days,500-1000 GBP,1.0,6,0,2,1,4.0,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,0-250 GBP,1.0,4,0,0,1,6.0,VFF,0.01442057131973237,0.0,0.14339290038564076,0.8421865282946269
Non-EU Europe,4-13 days,500-1000 GBP,1.0,2,0,0,1,4.0,Holiday,0.04444444444444444,0.0,0.6555555555555554,0.29999999999999993
EU,1-3 months,500-1000 GBP,1.0,2,0,0,1,6.0,VFF,0.0,0.35000000000000003,0.2458333333333333,0.4041666666666667
EU,4-13 days,0-250 GBP,1.0,7,0,0,1,3.0,VFF,0.09853896103896104,0.0,0.0,0.9014610389610389
South America,1-3 months,250-500 GBP,1.0,7,0,0,1,6.0,VFF,0.03333333333333333,0.0,0.2333333333333333,0.7333333333333333
EU,4-13 days,250-500 GBP,1.0,4,0,0,1,2.0,VFF,0.06293363499245852,0.0,0.23673507864684334,0.7003312863606982
South America,1-3 days,0-250 GBP,1.0,4,0,0,1,6.0,VFF,0.0,0.0,0.42107142857142854,0.5789285714285715
Asia,3-6 months,500-1000 GBP,1.0,8,0,0,1,5.0,VFF,0.0,0.0,0.0,1.0
South America,4-13 days,0-250 GBP,1.0,6,0,0,1,2.0,VFF,0.2,0.0,0.2,0.6
EU,1-3 days,0-250 GBP,1.0,2,0,0,1,6.0,VFF,0.0115216995056812,0.034054375241302726,0.19747216398625303,0.7569517612667631
EU,4-13 days,0-250 GBP,1.0,7,0,0,1,4.0,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,250-500 GBP,1.0,5,0,2,1,6.0,Holiday,0.0,0.0,0.85478328688855,0.14521671311144996
EU,14-27 days,0-250 GBP,1.0,8,0,0,1,2.0,VFF,0.0,0.10473859473859475,0.0,0.8952614052614054
South America,4-13 days,1000-5000 GBP,1.0,5,0,2,3,5.0,VFF,0.1,0.0,0.7,0.2
South America,14-27 days,0-250 GBP,1.0,8,0,0,3,1.0,VFF,0.0,0.0,0.0,1.0
South America,1-3 days,0-250 GBP,1.0,7,0,0,3,1.0,VFF,0.0,0.0,0.09166666666666666,0.9083333333333334
EU,1-3 days,0-250 GBP,1.0,4,0,0,3,1.0,VFF,0.0,0.0,0.11091977274996143,0.8890802272500385
South America,4-13 days,250-500 GBP,1.0,4,0,1,3,1.0,Holiday,0.2,0.0,0.7,0.1
South America,4-13 days,500-1000 GBP,1.0,8,0,0,3,4.0,VFF,0.0,0.0,1.0,0.0
EU,4-13 days,1000-5000 GBP,1.0,2,0,0,3,7.0,VFF,0.0,0.0,0.036,0.9640000000000001
South America,4-13 days,1000-5000 GBP,1.0,7,0,0,3,2.0,VFF,0.0,0.18,0.2,0.62
EU,4-13 days,250-500 GBP,1.0,4,0,0,3,6.0,VFF,0.022449916922533557,0.0,0.18993128306194157,0.7876188000155249
South America,1-3 days,0-250 GBP,1.0,8,0,0,7,6.0,VFF,0.5,0.0,0.06666666666666667,0.4333333333333334
South America,4-13 days,0-250 GBP,1.0,5,0,0,3,7.0,VFF,0.0,0.0,0.2,0.8
EU,1-3 days,500-1000 GBP,1.0,5,0,1,3,1.0,VFF,0.5092238317238318,0.0,0.34848679098679103,0.14228937728937727
EU,4-13 days,500-1000 GBP,1.0,5,0,1,3,6.0,Holiday,0.20715506715506712,0.0,0.6999603174603174,0.09288461538461537
North America,4-13 days,1000-5000 GBP,1.0,7,1,1,3,7.0,Holiday,0.1821539425486794,0.07991452991452992,0.6141261808367072,0.12380534670008354
South America,4-13 days,500-1000 GBP,1.0,7,1,0,3,6.0,VFF,0.0,0.1,0.05,0.85
Non-EU Europe,1-3 days,0-250 GBP,1.0,4,0,1,3,1.0,Holiday,0.5543425872373241,0.0,0.33976286871023714,0.10589454405243878
North America,1-3 months,1000-5000 GBP,1.0,4,0,0,3,4.0,VFF,0.25,0.0,0.1,0.65
EU,14-27 days,0-250 GBP,1.0,5,0,0,3,4.0,Education and Other,0.0,0.0,0.0,1.0
North America,14-27 days,250-500 GBP,1.0,4,0,1,3,2.0,VFF,0.0,0.0,0.9099999999999999,0.09
EU,14-27 days,500-1000 GBP,1.0,2,1,0,3,1.0,Holiday,0.1,0.1,0.25,0.55
Non-EU Europe,14-27 days,500-1000 GBP,1.0,5,0,0,3,4.0,Holiday,0.3,0.0,0.19357142857142856,0.5064285714285715
Non-EU Europe,1-3 days,500-1000 GBP,1.0,5,0,1,3,1.0,Holiday,0.13749999999999998,0.03333333333333333,0.8041666666666666,0.025
North America,1-3 days,500-1000 GBP,1.0,2,1,2,4,2.0,Holiday,0.1,0.0,0.67,0.22999999999999998
South America,14-27 days,1000-5000 GBP,1.0,4,1,1,4,3.0,VFF,0.2,0.0,0.8,0.0
South America,4-13 days,0-250 GBP,1.0,4,0,0,4,6.0,VFF,0.0,0.0,0.5,0.5
North America,4-13 days,500-1000 GBP,1.0,7,1,1,4,6.0,Holiday,0.6166666666666666,0.0,0.3833333333333333,0.0
North America,14-27 days,1000-5000 GBP,1.0,8,0,1,4,6.0,VFF,0.0,0.0,0.667142857142857,0.33285714285714285
North America,14-27 days,1000-5000 GBP,1.0,7,0,0,4,3.0,Holiday,0.0,0.0,0.38333333333333336,0.6166666666666667
South America,4-13 days,1000-5000 GBP,1.0,7,1,1,4,7.0,VFF,0.36666666666666664,0.0,0.20833333333333331,0.425
North America,1-3 days,0-250 GBP,1.0,2,0,0,4,2.0,Holiday,0.0,0.0,0.05714285714285714,0.9428571428571428
North America,4-13 days,0-250 GBP,1.0,6,1,0,4,4.0,VFF,0.0,0.1,0.1,0.8
North America,4-13 days,1000-5000 GBP,1.0,7,0,0,4,4.0,VFF,0.1,0.0,0.7,0.2
North America,1-3 days,0-250 GBP,1.0,4,1,1,4,2.0,Holiday,0.08777777777777777,0.02,0.8922222222222225,0.0
EU,4-13 days,250-500 GBP,1.0,6,1,0,4,7.0,Holiday,0.0,0.0,0.12051587301587303,0.8794841269841269
North America,14-27 days,250-500 GBP,1.0,8,0,0,4,5.0,VFF,0.0,0.0,0.0,1.0
South America,4-13 days,0-250 GBP,1.0,2,0,0,4,6.0,VFF,0.05,0.0,0.5,0.45
EU,1-3 days,0-250 GBP,1.0,6,1,1,4,2.0,Holiday,0.3124242424242424,0.0,0.6875757575757575,0.0
North America,14-27 days,1000-5000 GBP,1.0,6,1,1,4,4.0,Holiday,0.0,0.0,1.0,0.0
North America,14-27 days,0-250 GBP,1.0,5,0,0,4,7.0,VFF,0.0,0.0,0.0,1.0
EU,1-3 months,1000-5000 GBP,1.0,8,1,0,1,6.0,VFF,0.0,0.0,0.1,0.9
EU,1-3 months,1000-5000 GBP,1.0,8,0,0,1,2.0,VFF,0.0,0.1,0.125,0.775
South America,1-3 days,0-250 GBP,1.0,5,1,1,1,7.0,Business or Work,0.0,0.05,0.9,0.05
EU,1-3 days,0-250 GBP,1.0,4,0,1,1,6.0,Holiday,0.2073135183332552,0.0,0.7468784747732116,0.045808006893533204
EU,1-3 days,250-500 GBP,1.0,8,0,1,1,6.0,Holiday,0.0,0.0,0.563961038961039,0.43603896103896106
EU,4-13 days,500-1000 GBP,1.0,2,1,1,1,5.0,Holiday,0.12029914529914529,0.10093406593406593,0.7141758241758241,0.06459096459096458
EU,1-3 days,0-250 GBP,1.0,2,1,0,1,6.0,VFF,0.0,0.09670488721804513,0.6015996240601503,0.3016954887218045
Non-EU Europe,1-3 days,500-1000 GBP,1.0,2,0,1,1,6.0,Holiday,0.0,0.0,0.95,0.05
EU,4-13 days,500-1000 GBP,1.0,4,0,1,1,5.0,Holiday,0.17786851831033418,0.0,0.8221314816896659,0.0
EU,1-3 days,250-500 GBP,1.0,4,0,1,1,6.0,Holiday,0.1326025784746847,0.021401377572305515,0.7421836228345764,0.10381242111843343
Asia,1-3 days,250-500 GBP,1.0,4,0,2,1,6.0,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,250-500 GBP,1.0,4,0,0,1,6.0,VFF,0.029801769689547758,0.012144771716760313,0.5357836514583523,0.4222698071353396
EU,4-13 days,1000-5000 GBP,1.0,5,1,1,1,2.0,Holiday,0.5952380952380952,0.0,0.40476190476190477,0.0
EU,1-3 days,0-250 GBP,1.0,5,1,0,1,7.0,VFF,0.0,0.029926419751203564,0.19301944872607996,0.7770541315227165
"Australia, NZ and Oceania",4-13 days,250-500 GBP,1.0,2,1,1,1,5.0,Holiday,0.0,0.0,0.8733333333333334,0.12666666666666665
EU,14-27 days,1000-5000 GBP,1.0,8,0,2,1,6.0,VFF,0.1,0.0,0.9,0.0
South America,4-13 days,1000-5000 GBP,1.0,4,0,0,1,4.0,VFF,0.27666666666666667,0.0,0.1,0.6233333333333333
Africa,1-3 days,0-250 GBP,1.0,5,1,0,1,6.0,VFF,0.0,0.0,0.4916666666666666,0.5083333333333334
Asia,1-3 months,1000-5000 GBP,1.0,7,0,0,1,4.0,VFF,0.0,0.0,0.2,0.8
EU,1-3 days,0-250 GBP,1.0,2,1,1,1,7.0,Holiday,0.0,0.0,0.8367684194890076,0.1632315805109923
EU,4-13 days,250-500 GBP,1.0,6,1,1,1,4.0,Holiday,0.3864682539682539,0.0,0.613531746031746,0.0
EU,1-3 days,0-250 GBP,1.0,2,1,1,1,6.0,Holiday,0.2253716824111561,0.0,0.7081646423751687,0.06646367521367522
Non-EU Europe,4-13 days,500-1000 GBP,1.0,6,1,1,1,5.0,Holiday,0.7217391304347827,0.0,0.1782608695652174,0.1
EU,1-3 days,500-1000 GBP,1.0,6,1,1,1,6.0,Holiday,0.12516227544650269,0.0599894698771725,0.6989102307584862,0.11593802391783865
Non-EU Europe,4-13 days,250-500 GBP,1.0,4,0,0,1,2.0,VFF,0.030882352941176472,0.0,0.8536764705882354,0.11544117647058823
EU,6,0-250 GBP,1.0,4,1,1,1,1.0,Holiday,0.525,0.0,0.475,0.0
EU,1-3 days,250-500 GBP,1.0,4,0,0,1,7.0,VFF,0.009272117103620149,0.0,0.5699391937635768,0.42078868913280293
South America,1-3 days,250-500 GBP,1.0,7,1,0,1,6.0,VFF,0.10714285714285714,0.0,0.2642857142857143,0.6285714285714286
EU,4-13 days,1000-5000 GBP,1.0,7,1,1,1,5.0,Holiday,0.4095582195582195,0.0,0.27787712287712285,0.31256465756465757
EU,4-13 days,500-1000 GBP,1.0,6,1,1,1,5.0,Holiday,0.14537655414716882,0.0,0.8154907394787456,0.03913270637408569
EU,1-3 days,1000-5000 GBP,1.0,4,1,2,1,6.0,Holiday,0.02857142857142857,0.0047619047619047615,0.6904761904761905,0.2761904761904762
EU,4-13 days,500-1000 GBP,1.0,8,1,2,1,4.0,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,1000-5000 GBP,1.0,6,0,1,1,1.0,Holiday,0.5658333333333333,0.07083333333333333,0.2966666666666667,0.06666666666666667
EU,4-13 days,0-250 GBP,1.0,5,0,0,1,4.0,VFF,0.0,0.0,0.16756528326322373,0.8324347167367762
EU,1-3 days,250-500 GBP,1.0,7,1,1,1,6.0,Holiday,0.0,0.0,0.8855634311695694,0.11443656883043074
Asia,1-3 months,1000-5000 GBP,1.0,4,1,0,1,2.0,VFF,0.1,0.3,0.3,0.3
EU,4-13 days,500-1000 GBP,1.0,8,1,1,1,4.0,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,0-250 GBP,1.0,6,1,1,1,6.0,Holiday,0.10473190808890606,0.0,0.7685678332635736,0.12670025864752033
Non-EU Europe,1-3 days,500-1000 GBP,1.0,6,1,1,1,6.0,Holiday,0.0,0.0,0.8821785730609261,0.117821426939074
EU,4-13 days,0-250 GBP,1.0,7,1,1,1,5.0,Holiday,0.06818181818181819,0.0,0.9318181818181819,0.0
EU,1-3 days,250-500 GBP,1.0,4,0,0,1,6.0,Holiday,0.029801769689547758,0.012144771716760313,0.5357836514583523,0.4222698071353396
EU,1-3 days,250-500 GBP,1.0,2,1,1,1,6.0,Holiday,0.0,0.03906528112410466,0.8303118723991588,0.13062284647673644
EU,4-13 days,500-1000 GBP,1.0,4,1,0,3,2.0,VFF,0.0,0.2,0.25,0.55
North America,4-13 days,0-250 GBP,1.0,2,0,0,3,6.0,Holiday,0.0,0.0,0.0,1.0
South America,4-13 days,250-500 GBP,1.0,7,1,0,3,3.0,VFF,0.0,0.0,0.35,0.65
South America,14-27 days,1000-5000 GBP,1.0,4,1,0,3,4.0,VFF,0.09,0.2,0.2,0.51
North America,14-27 days,250-500 GBP,1.0,7,0,1,3,5.0,VFF,0.0,0.0,0.7,0.3
North America,14-27 days,500-1000 GBP,1.0,6,1,1,3,4.0,Holiday,0.0,0.0,1.0,0.0
South America,1-3 months,500-1000 GBP,1.0,6,0,0,3,6.0,VFF,0.0,0.1,0.1,0.8
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,1.0,8,1,1,3,6.0,Holiday,0.16499999999999998,0.0,0.515,0.32
North America,1-3 days,250-500 GBP,1.0,5,1,1,3,1.0,Holiday,0.4301298701298702,0.0,0.5698701298701299,0.0
Africa,1-3 days,500-1000 GBP,1.0,8,1,0,6,5.0,Holiday,0.4,0.0,0.3,0.3
Other,3-6 months,1000-5000 GBP,1.0,3,1,1,6,6.0,Holiday,0.1,0.5,0.4,0.0
EU,4-13 days,500-1000 GBP,1.0,7,0,0,6,4.0,VFF,0.2,0.0,0.16999999999999998,0.63
South America,4-13 days,1000-5000 GBP,1.0,5,1,1,6,7.0,Business or Work,0.325,0.0,0.15833333333333333,0.5166666666666666
EU,1-3 days,250-500 GBP,1.0,7,0,1,6,5.0,Holiday,0.9211474167830904,0.0,0.07885258321690959,0.0
South America,14-27 days,1000-5000 GBP,1.0,4,0,1,6,7.0,Holiday,0.25,0.5,0.25,0.0
EU,1-3 days,0-250 GBP,1.0,6,0,0,6,5.0,VFF,0.15493209963411203,0.0,0.08301812351734952,0.7620497768485385
South America,14-27 days,1000-5000 GBP,1.0,7,0,0,6,7.0,Holiday,0.0,0.0,0.12833333333333333,0.8716666666666667
North America,4-13 days,500-1000 GBP,1.0,4,0,0,6,7.0,Holiday,0.0,0.2223809523809524,0.0,0.7776190476190477
South America,4-13 days,0-250 GBP,1.0,8,0,0,6,1.0,VFF,0.0,0.0,0.1,0.9
EU,1-3 days,500-1000 GBP,1.0,6,1,1,6,4.0,Holiday,0.7075785024154589,0.0,0.22569013112491376,0.06673136645962732
North America,1-3 days,0-250 GBP,1.0,4,0,2,6,5.0,VFF,0.45,0.0,0.55,0.0
Asia,14-27 days,1000-5000 GBP,1.0,6,0,0,6,1.0,VFF,0.0,0.0,0.62,0.38
North America,14-27 days,500-1000 GBP,1.0,8,0,0,6,4.0,VFF,0.0,0.0,0.0,1.0
North America,14-27 days,500-1000 GBP,1.0,7,0,0,6,7.0,VFF,0.0,0.0,0.36666666666666664,0.6333333333333334
Non-EU Europe,4-13 days,1000-5000 GBP,1.0,7,0,1,6,2.0,Business or Work,0.02,0.0,0.93,0.05
North America,4-13 days,250-500 GBP,1.0,4,1,2,6,2.0,Holiday,0.5333333333333334,0.0,0.4666666666666666,0.0
North America,1-3 days,250-500 GBP,1.0,2,1,1,6,4.0,Holiday,0.0,0.0,0.9333333333333333,0.06666666666666667
EU,14-27 days,1000-5000 GBP,1.0,2,0,0,6,7.0,Education and Other,0.0,0.8599999999999998,0.0,0.13999999999999999
North America,1-3 days,500-1000 GBP,1.0,6,1,1,6,5.0,Holiday,0.7489009382430434,0.09449697962855856,0.15660208212839793,0.0
North America,4-13 days,0-250 GBP,1.0,7,1,1,6,7.0,VFF,0.04727272727272727,0.0,0.7854545454545455,0.1672727272727273
North America,1-3 days,0-250 GBP,1.0,4,1,1,6,4.0,Holiday,0.9571428571428571,0.0,0.04285714285714286,0.0
North America,4-13 days,1000-5000 GBP,1.0,6,1,1,7,2.0,Holiday,0.6151907741381424,0.0,0.3331149628403633,0.05169426302149414
EU,4-13 days,500-1000 GBP,1.0,5,0,1,7,6.0,Holiday,0.08333333333333334,0.0,0.9,0.016666666666666666
EU,4-13 days,500-1000 GBP,1.0,4,1,2,7,4.0,Holiday,0.01111111111111111,0.0,0.9888888888888889,0.0
"Australia, NZ and Oceania",4-13 days,250-500 GBP,1.0,7,1,2,7,2.0,Holiday,0.0,0.0,0.9,0.1
South America,4-13 days,500-1000 GBP,1.0,4,0,0,7,4.0,VFF,0.03333333333333333,0.0,0.4666666666666666,0.5
South America,14-27 days,1000-5000 GBP,1.0,8,1,0,7,1.0,VFF,0.0,0.0,0.03333333333333333,0.9666666666666666
North America,1-3 months,500-1000 GBP,1.0,6,0,0,7,1.0,VFF,0.0,0.0,0.0,1.0
Asia,4-13 days,0-250 GBP,1.0,5,0,0,7,1.0,VFF,0.0,0.0,0.7288095238095238,0.27119047619047615
North America,4-13 days,250-500 GBP,1.0,6,1,1,7,3.0,VFF,0.7500000000000001,0.0,0.25,0.0
North America,4-13 days,500-1000 GBP,1.0,7,1,1,7,6.0,Holiday,0.03333333333333333,0.06666666666666667,0.75,0.15
North America,6,0-250 GBP,1.0,7,1,1,7,7.0,Holiday,0.0,0.10714285714285714,0.7928571428571429,0.1
Africa,14-27 days,1000-5000 GBP,1.0,4,0,0,7,2.0,Holiday,0.0,0.3,0.3,0.4
EU,4-13 days,0-250 GBP,1.0,7,0,0,7,4.0,Holiday,0.0,0.15177960927960932,0.14019230769230767,0.7080280830280831
North America,1-3 days,500-1000 GBP,1.0,6,1,1,7,5.0,Holiday,0.42666666666666664,0.0,0.5733333333333334,0.0
EU,1-3 days,0-250 GBP,1.0,5,0,1,7,6.0,VFF,0.42206540191834313,0.0,0.5779345980816569,0.0
South America,4-13 days,250-500 GBP,1.0,4,0,0,7,2.0,VFF,0.07142857142857142,0.0,0.2,0.7285714285714285
Non-EU Europe,6,0-250 GBP,1.0,2,0,1,7,7.0,Holiday,0.1,0.1,0.41666666666666663,0.38333333333333336
EU,14-27 days,1000-5000 GBP,1.0,6,0,2,7,7.0,Holiday,0.3333333333333333,0.0,0.6666666666666666,0.0
North America,4-13 days,500-1000 GBP,1.0,4,0,2,7,4.0,VFF,0.16666666666666666,0.0,0.4416666666666667,0.39166666666666666
North America,4-13 days,1000-5000 GBP,1.0,8,1,1,7,4.0,Holiday,0.3516666666666667,0.0,0.6483333333333333,0.0
South America,4-13 days,500-1000 GBP,1.0,6,0,0,7,3.0,VFF,0.0125,0.0,0.0125,0.975
South America,1-3 months,0-250 GBP,1.0,8,0,0,3,4.0,VFF,0.0,0.0,0.3,0.7
EU,6,0-250 GBP,1.0,4,1,1,3,3.0,Business or Work,0.2857142857142857,0.0,0.4392857142857142,0.275
EU,4-13 days,250-500 GBP,1.0,3,1,0,3,4.0,VFF,0.0,0.0,0.6,0.4
Africa,14-27 days,500-1000 GBP,1.0,4,0,0,3,4.0,VFF,0.05,0.0,0.4,0.55
EU,14-27 days,1000-5000 GBP,1.0,8,0,0,3,5.0,VFF,0.0,0.1,0.2,0.7
Non-EU Europe,4-13 days,0-250 GBP,1.0,8,0,0,3,7.0,VFF,0.0,0.0,0.01943573667711599,0.980564263322884
EU,4-13 days,250-500 GBP,1.0,6,0,0,3,5.0,VFF,0.0,0.0,0.4748484848484848,0.5251515151515151
EU,4-13 days,0-250 GBP,1.0,4,1,0,3,1.0,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,500-1000 GBP,1.0,4,1,1,3,7.0,Holiday,0.22848901098901098,0.0,0.771510989010989,0.0
EU,4-13 days,0-250 GBP,1.0,4,0,0,3,6.0,VFF,0.03317948971775457,0.013488209971369408,0.19457748228970337,0.7587548180211727
"Australia, NZ and Oceania",6,0-250 GBP,1.0,6,0,1,3,3.0,VFF,0.33999999999999997,0.0,0.3933333333333333,0.26666666666666666
EU,1-3 days,250-500 GBP,1.0,6,1,1,6,4.0,Holiday,0.3986853016264781,0.0,0.601314698373522,0.0
North America,4-13 days,250-500 GBP,1.0,6,1,1,6,2.0,Holiday,0.175,0.0,0.725,0.1
North America,4-13 days,500-1000 GBP,1.0,7,0,0,6,2.0,VFF,0.0,0.0,0.13999999999999999,0.86
EU,4-13 days,1000-5000 GBP,1.0,4,1,1,6,1.0,Holiday,0.5933333333333333,0.38666666666666666,0.02,0.0
EU,4-13 days,1000-5000 GBP,1.0,6,1,1,6,7.0,Holiday,0.6391558441558441,0.0,0.36084415584415586,0.0
South America,14-27 days,0-250 GBP,1.0,6,0,0,6,3.0,VFF,0.0,0.0,0.3,0.7
Non-EU Europe,4-13 days,500-1000 GBP,1.0,5,1,0,6,4.0,VFF,0.1,0.0,0.075,0.825
Asia,1-3 months,1000-5000 GBP,1.0,4,0,0,6,6.0,VFF,0.03333333333333333,0.36666666666666664,0.23333333333333334,0.36666666666666664
North America,4-13 days,250-500 GBP,1.0,6,0,0,6,3.0,VFF,0.5083333333333333,0.0,0.0,0.4916666666666667
EU,4-13 days,500-1000 GBP,1.0,6,1,2,6,1.0,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,500-1000 GBP,1.0,7,1,0,6,2.0,VFF,0.1,0.0,0.275,0.625
South America,4-13 days,500-1000 GBP,1.0,6,1,0,6,7.0,VFF,0.1,0.0,0.1,0.8
"Australia, NZ and Oceania",4-13 days,0-250 GBP,1.0,6,0,0,6,1.0,VFF,0.04285714285714286,0.0,0.42000000000000004,0.5371428571428571
South America,4-13 days,500-1000 GBP,1.0,8,0,0,6,5.0,VFF,0.0,0.0,0.4,0.6
South America,4-13 days,0-250 GBP,1.0,6,0,0,6,2.0,VFF,0.1,0.0,0.0,0.9
Asia,4-13 days,1000-5000 GBP,1.0,5,1,1,6,1.0,Holiday,0.4462427536231884,0.0,0.5537572463768116,0.0
Asia,4-13 days,500-1000 GBP,1.0,2,1,1,6,1.0,Holiday,0.0,0.0,1.0,0.0
North America,4-13 days,1000-5000 GBP,1.0,5,1,1,6,6.0,VFF,0.6566666666666666,0.0,0.3433333333333333,0.0
EU,1-3 days,500-1000 GBP,1.0,6,1,1,6,4.0,Holiday,0.7075785024154589,0.0,0.22569013112491376,0.06673136645962732
North America,14-27 days,500-1000 GBP,1.0,8,0,0,6,2.0,VFF,0.0,0.0,0.0,1.0
Other,14-27 days,1000-5000 GBP,1.0,7,1,1,6,7.0,Business or Work,0.07857142857142857,0.0,0.7214285714285714,0.2
South America,4-13 days,0-250 GBP,1.0,2,0,0,6,1.0,VFF,0.0,0.0,0.1,0.9
South America,14-27 days,0-250 GBP,1.0,8,0,0,6,3.0,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,500-1000 GBP,1.0,6,0,0,6,3.0,VFF,0.3880740093240093,0.0,0.4493444055944056,0.16258158508158507
EU,1-3 days,0-250 GBP,1.0,4,0,0,6,5.0,VFF,0.12956084120557804,0.0,0.20277665317139001,0.6676625056230321
South America,4-13 days,500-1000 GBP,1.0,5,0,2,6,6.0,VFF,0.1,0.0,0.9,0.0
EU,4-13 days,1000-5000 GBP,1.0,8,1,1,6,2.0,VFF,0.0,0.0,1.0,0.0
Asia,4-13 days,1000-5000 GBP,1.0,4,0,0,6,1.0,VFF,0.6,0.0,0.1,0.3
Non-EU Europe,1-3 months,500-1000 GBP,1.0,4,0,0,6,4.0,Holiday,0.1,0.5,0.0,0.4
EU,4-13 days,1000-5000 GBP,1.0,6,0,1,6,4.0,Holiday,0.513095238095238,0.0,0.48690476190476184,0.0
EU,14-27 days,0-250 GBP,1.0,5,0,0,6,7.0,VFF,0.2845634920634921,0.0,0.3538095238095238,0.36162698412698413
South America,1-3 days,0-250 GBP,1.0,6,0,0,6,4.0,VFF,0.1,0.0,0.2,0.7
EU,4-13 days,0-250 GBP,1.0,2,0,1,6,1.0,Business or Work,0.0,0.0,1.0,0.0
EU,14-27 days,1000-5000 GBP,1.0,2,0,1,6,6.0,Education and Other,0.1,0.16666666666666666,0.4333333333333334,0.3
EU,4-13 days,500-1000 GBP,1.0,6,0,1,6,6.0,Holiday,1.0,0.0,0.0,0.0
South America,4-13 days,0-250 GBP,1.0,4,0,0,6,4.0,VFF,0.1,0.0,0.2,0.7
